,id,label
445,21245,0
446,21246,0
447,21247,0
448,21248,0
449,21249,0
450,21250,0
451,21251,0
452,21252,0
453,21253,1
454,21254,0
455,21255,0
456,21256,0
457,21257,0
458,21258,0
459,21259,0
460,21260,0
461,21261,0
462,21262,0
463,21263,0
464,21264,0
465,21265,0
466,21266,0
467,21267,0
468,21268,0
469,21269,0
470,21270,0
471,21271,0
472,21272,0
473,21273,0
474,21274,0
475,21275,0
476,21276,1
477,21277,0
478,21278,0
479,21279,0
480,21280,0
481,21281,0
482,21282,0
483,21283,0
484,21284,0
485,21285,0
486,21286,0
487,21287,0
488,21288,0
489,21289,0
490,21290,0
491,21291,0
492,21292,0
493,21293,0
494,21294,0
495,21295,0
496,21296,0
497,21297,0
498,21298,0
499,21299,1
500,21300,0
501,21301,0
502,21302,0
503,21303,0
504,21304,0
505,21305,0
506,21306,0
507,21307,0
508,21308,0
509,21309,0
510,21310,0
511,21311,0
512,21312,0
513,21313,0
514,21314,0
515,21315,0
516,21316,0
517,21317,0
518,21318,0
519,21319,0
520,21320,0
521,21321,0
522,21322,1
523,21323,0
524,21324,0
525,21325,0
526,21326,0
527,21327,0
528,21328,1
529,21329,0
530,21330,1
531,21331,0
532,21332,0
533,21333,0
534,21334,0
535,21335,0
536,21336,1
537,21337,0
538,21338,0
539,21339,0
540,21340,0
541,21341,0
542,21342,0
543,21343,0
544,21344,0
545,21345,0
546,21346,0
547,21347,0
548,21348,0
549,21349,0
550,21350,0
551,21351,0
552,21352,0
553,21353,0
554,21354,1
555,21355,0
556,21356,0
557,21357,0
558,21358,0
559,21359,0
560,21360,0
561,21361,0
562,21362,0
563,21363,0
564,21364,1
565,21365,0
566,21366,0
567,21367,1
568,21368,0
569,21369,0
570,21370,0
571,21371,0
572,21372,0
573,21373,0
574,21374,0
575,21375,0
576,21376,0
577,21377,0
578,21378,0
579,21379,0
580,21380,0
581,21381,0
582,21382,0
583,21383,1
584,21384,0
585,21385,0
586,21386,1
587,21387,0
588,21388,0
589,21389,1
590,21390,0
591,21391,0
592,21392,0
593,21393,0
594,21394,0
595,21395,0
596,21396,0
597,21397,0
598,21398,0
599,21399,0
600,21400,0
601,21401,0
602,21402,0
603,21403,0
604,21404,0
605,21405,0
606,21406,0
607,21407,0
608,21408,0
609,21409,0
610,21410,0
611,21411,0
612,21412,0
613,21413,0
614,21414,0
615,21415,1
616,21416,0
617,21417,0
618,21418,0
619,21419,0
620,21420,0
621,21421,0
622,21422,1
623,21423,0
624,21424,0
625,21425,0
626,21426,1
627,21427,0
628,21428,0
629,21429,0
630,21430,0
631,21431,0
632,21432,0
633,21433,0
634,21434,0
635,21435,0
636,21436,0
637,21437,0
638,21438,0
639,21439,1
640,21440,0
641,21441,0
642,21442,0
643,21443,0
644,21444,0
645,21445,0
646,21446,1
647,21447,0
648,21448,0
649,21449,0
650,21450,0
651,21451,0
652,21452,0
653,21453,0
654,21454,0
655,21455,0
656,21456,0
657,21457,0
658,21458,0
659,21459,0
660,21460,0
661,21461,0
662,21462,0
663,21463,0
664,21464,0
665,21465,0
666,21466,0
667,21467,0
668,21468,0
669,21469,0
670,21470,0
671,21471,1
672,21472,0
673,21473,0
674,21474,0
675,21475,0
676,21476,0
677,21477,1
678,21478,0
679,21479,0
680,21480,0
681,21481,0
682,21482,0
683,21483,0
684,21484,0
685,21485,0
686,21486,0
687,21487,0
688,21488,0
689,21489,0
690,21490,0
691,21491,0
692,21492,0
693,21493,1
694,21494,0
695,21495,0
696,21496,0
697,21497,0
698,21498,1
699,21499,0
700,21500,0
701,21501,0
702,21502,0
703,21503,0
704,21504,0
705,21505,1
706,21506,0
707,21507,0
708,21508,0
709,21509,0
710,21510,0
711,21511,1
712,21512,0
713,21513,0
714,21514,0
715,21515,0
716,21516,0
717,21517,1
718,21518,0
719,21519,0
720,21520,0
721,21521,0
722,21522,0
723,21523,0
724,21524,0
725,21525,0
726,21526,0
727,21527,0
728,21528,0
729,21529,0
730,21530,0
731,21531,0
732,21532,0
733,21533,0
734,21534,0
735,21535,0
736,21536,0
737,21537,1
738,21538,1
739,21539,0
740,21540,0
741,21541,0
742,21542,0
743,21543,0
744,21544,0
745,21545,0
746,21546,0
747,21547,0
748,21548,0
749,21549,0
750,21550,1
751,21551,1
752,21552,0
753,21553,0
754,21554,0
755,21555,0
756,21556,0
757,21557,0
758,21558,0
759,21559,0
760,21560,0
761,21561,0
762,21562,0
763,21563,0
764,21564,1
765,21565,0
766,21566,0
767,21567,0
768,21568,0
769,21569,0
770,21570,0
771,21571,0
772,21572,0
773,21573,0
774,21574,0
775,21575,0
776,21576,0
777,21577,0
778,21578,1
779,21579,0
780,21580,0
781,21581,1
782,21582,0
783,21583,1
784,21584,1
785,21585,0
786,21586,0
787,21587,0
788,21588,0
789,21589,0
790,21590,0
791,21591,0
792,21592,0
793,21593,0
794,21594,1
795,21595,0
796,21596,0
797,21597,0
798,21598,0
799,21599,0
800,21600,0
801,21601,0
802,21602,0
803,21603,0
804,21604,0
805,21605,0
806,21606,0
807,21607,0
808,21608,0
809,21609,0
810,21610,1
811,21611,0
812,21612,0
813,21613,0
814,21614,0
815,21615,0
816,21616,0
817,21617,0
818,21618,0
819,21619,0
820,21620,0
821,21621,0
822,21622,0
823,21623,0
824,21624,0
825,21625,0
826,21626,0
827,21627,1
828,21628,0
829,21629,0
830,21630,0
831,21631,0
832,21632,0
833,21633,0
834,21634,0
835,21635,0
836,21636,0
837,21637,0
838,21638,0
839,21639,1
840,21640,0
841,21641,0
842,21642,0
843,21643,0
844,21644,0
845,21645,0
846,21646,0
847,21647,0
848,21648,0
849,21649,0
850,21650,0
851,21651,0
852,21652,0
853,21653,0
854,21654,1
855,21655,0
856,21656,0
857,21657,1
858,21658,0
859,21659,0
860,21660,0
861,21661,0
862,21662,0
863,21663,0
864,21664,0
865,21665,0
866,21666,0
867,21667,1
868,21668,0
869,21669,0
870,21670,0
871,21671,0
872,21672,0
873,21673,1
874,21674,0
875,21675,0
876,21676,0
877,21677,0
878,21678,0
879,21679,0
880,21680,0
881,21681,0
882,21682,0
883,21683,1
884,21684,0
885,21685,0
886,21686,1
887,21687,0
888,21688,1
889,21689,0
890,21690,0
891,21691,0
892,21692,0
893,21693,0
894,21694,0
895,21695,0
896,21696,0
897,21697,0
898,21698,0
899,21699,0
900,21700,0
901,21701,0
902,21702,0
903,21703,0
904,21704,0
905,21705,0
906,21706,0
907,21707,1
908,21708,0
909,21709,0
910,21710,0
911,21711,0
912,21712,1
913,21713,0
914,21714,0
915,21715,0
916,21716,0
917,21717,0
918,21718,0
919,21719,0
920,21720,0
921,21721,0
922,21722,0
923,21723,0
924,21724,0
925,21725,0
926,21726,0
927,21727,0
928,21728,0
929,21729,0
930,21730,0
931,21731,0
932,21732,0
933,21733,0
934,21734,0
935,21735,0
936,21736,0
937,21737,0
938,21738,0
939,21739,0
940,21740,1
941,21741,0
942,21742,1
943,21743,0
944,21744,0
945,21745,0
946,21746,1
947,21747,0
948,21748,0
949,21749,1
950,21750,0
951,21751,0
952,21752,0
953,21753,0
954,21754,0
955,21755,0
956,21756,1
957,21757,0
958,21758,0
959,21759,0
960,21760,0
961,21761,0
962,21762,1
963,21763,0
964,21764,0
965,21765,0
966,21766,0
967,21767,0
968,21768,0
969,21769,0
970,21770,0
971,21771,0
972,21772,0
973,21773,0
974,21774,0
975,21775,0
976,21776,0
977,21777,0
978,21778,1
979,21779,0
980,21780,0
981,21781,0
982,21782,0
983,21783,0
984,21784,0
985,21785,0
986,21786,0
987,21787,0
988,21788,0
989,21789,0
990,21790,1
991,21791,0
992,21792,0
993,21793,0
994,21794,0
995,21795,0
996,21796,0
997,21797,0
998,21798,0
999,21799,0
1000,21800,0
1001,21801,1
1002,21802,0
1003,21803,0
1004,21804,0
1005,21805,0
1006,21806,0
1007,21807,0
1008,21808,0
1009,21809,1
1010,21810,1
1011,21811,0
1012,21812,0
1013,21813,0
1014,21814,0
1015,21815,0
1016,21816,1
1017,21817,0
1018,21818,0
1019,21819,0
1020,21820,0
1021,21821,1
1022,21822,0
1023,21823,0
1024,21824,0
1025,21825,0
1026,21826,0
1027,21827,0
1028,21828,1
1029,21829,0
1030,21830,0
1031,21831,0
1032,21832,0
1033,21833,0
1034,21834,1
1035,21835,0
1036,21836,0
1037,21837,1
1038,21838,0
1039,21839,0
1040,21840,0
1041,21841,0
1042,21842,0
1043,21843,0
1044,21844,1
1045,21845,0
1046,21846,0
1047,21847,0
1048,21848,1
1049,21849,0
1050,21850,1
1051,21851,0
1052,21852,0
1053,21853,1
1054,21854,1
1055,21855,0
1056,21856,0
1057,21857,0
1058,21858,0
1059,21859,0
1060,21860,0
1061,21861,0
1062,21862,0
1063,21863,0
1064,21864,0
1065,21865,0
1066,21866,0
1067,21867,0
1068,21868,0
1069,21869,0
1070,21870,1
1071,21871,0
1072,21872,0
1073,21873,0
1074,21874,1
1075,21875,1
1076,21876,0
1077,21877,0
1078,21878,0
1079,21879,0
1080,21880,0
1081,21881,0
1082,21882,0
1083,21883,0
1084,21884,0
1085,21885,0
1086,21886,0
1087,21887,0
1088,21888,0
1089,21889,0
1090,21890,0
1091,21891,0
1092,21892,0
1093,21893,0
1094,21894,0
1095,21895,0
1096,21896,0
1097,21897,0
1098,21898,0
1099,21899,0
1100,21900,0
1101,21901,0
1102,21902,0
1103,21903,1
1104,21904,0
1105,21905,0
1106,21906,0
1107,21907,0
1108,21908,0
1109,21909,0
1110,21910,0
1111,21911,0
1112,21912,0
1113,21913,0
1114,21914,0
1115,21915,1
1116,21916,0
1117,21917,0
1118,21918,0
1119,21919,0
1120,21920,0
1121,21921,0
1122,21922,0
1123,21923,0
1124,21924,0
1125,21925,0
1126,21926,0
1127,21927,0
1128,21928,0
1129,21929,1
1130,21930,0
1131,21931,0
1132,21932,0
1133,21933,0
1134,21934,1
1135,21935,0
1136,21936,0
1137,21937,0
1138,21938,0
1139,21939,0
1140,21940,0
1141,21941,0
1142,21942,0
1143,21943,0
1144,21944,1
1145,21945,0
1146,21946,0
1147,21947,0
1148,21948,0
1149,21949,0
1150,21950,0
1151,21951,1
1152,21952,0
1153,21953,0
1154,21954,0
1155,21955,0
1156,21956,0
1157,21957,0
1158,21958,0
1159,21959,0
1160,21960,1
1161,21961,0
1162,21962,0
1163,21963,0
1164,21964,0
1165,21965,0
1166,21966,0
1167,21967,0
1168,21968,0
1169,21969,0
1170,21970,0
1171,21971,1
1172,21972,0
1173,21973,0
1174,21974,0
1175,21975,0
1176,21976,0
1177,21977,0
1178,21978,0
1179,21979,0
1180,21980,0
1181,21981,0
1182,21982,0
1183,21983,0
1184,21984,0
1185,21985,0
1186,21986,0
1187,21987,0
1188,21988,0
1189,21989,0
1190,21990,0
1191,21991,0
1192,21992,0
1193,21993,0
1194,21994,0
1195,21995,0
1196,21996,0
1197,21997,0
1198,21998,0
1199,21999,0
1200,22000,0
1201,22001,1
1202,22002,0
1203,22003,0
1204,22004,0
1205,22005,0
1206,22006,0
1207,22007,0
1208,22008,0
1209,22009,0
1210,22010,0
1211,22011,0
1212,22012,0
1213,22013,0
1214,22014,0
1215,22015,0
1216,22016,0
1217,22017,0
1218,22018,0
1219,22019,1
1220,22020,0
1221,22021,0
1222,22022,0
1223,22023,0
1224,22024,0
1225,22025,0
1226,22026,1
1227,22027,1
1228,22028,0
1229,22029,0
1230,22030,0
1231,22031,0
1232,22032,0
1233,22033,1
1234,22034,0
1235,22035,0
1236,22036,0
1237,22037,0
1238,22038,0
1239,22039,0
1240,22040,0
1241,22041,0
1242,22042,1
1243,22043,0
1244,22044,0
1245,22045,0
1246,22046,0
1247,22047,0
1248,22048,0
1249,22049,0
1250,22050,0
1251,22051,0
1252,22052,0
1253,22053,0
1254,22054,0
1255,22055,0
1256,22056,0
1257,22057,0
1258,22058,0
1259,22059,1
1260,22060,0
1261,22061,0
1262,22062,0
1263,22063,0
1264,22064,0
1265,22065,0
1266,22066,0
1267,22067,0
1268,22068,0
1269,22069,1
1270,22070,0
1271,22071,0
1272,22072,0
1273,22073,0
1274,22074,0
1275,22075,0
1276,22076,0
1277,22077,0
1278,22078,0
1279,22079,0
1280,22080,0
1281,22081,0
1282,22082,0
1283,22083,0
1284,22084,0
1285,22085,0
1286,22086,0
1287,22087,1
1288,22088,0
1289,22089,0
1290,22090,0
1291,22091,0
1292,22092,1
1293,22093,0
1294,22094,0
1295,22095,0
1296,22096,0
1297,22097,0
1298,22098,0
1299,22099,0
1300,22100,0
1301,22101,0
1302,22102,1
1303,22103,0
1304,22104,0
1305,22105,0
1306,22106,0
1307,22107,0
1308,22108,0
1309,22109,0
1310,22110,0
1311,22111,0
1312,22112,1
1313,22113,1
1314,22114,0
1315,22115,0
1316,22116,0
1317,22117,0
1318,22118,0
1319,22119,0
1320,22120,1
1321,22121,1
1322,22122,1
1323,22123,0
1324,22124,0
1325,22125,0
1326,22126,0
1327,22127,0
1328,22128,0
1329,22129,0
1330,22130,0
1331,22131,0
1332,22132,0
1333,22133,1
1334,22134,0
1335,22135,0
1336,22136,0
1337,22137,0
1338,22138,0
1339,22139,0
1340,22140,0
1341,22141,0
1342,22142,0
1343,22143,0
1344,22144,1
1345,22145,0
1346,22146,0
1347,22147,0
1348,22148,0
1349,22149,0
1350,22150,0
1351,22151,0
1352,22152,0
1353,22153,0
1354,22154,0
1355,22155,0
1356,22156,0
1357,22157,0
1358,22158,0
1359,22159,0
1360,22160,0
1361,22161,0
1362,22162,0
1363,22163,0
1364,22164,0
1365,22165,0
1366,22166,0
1367,22167,0
1368,22168,0
1369,22169,1
1370,22170,0
1371,22171,0
1372,22172,0
1373,22173,0
1374,22174,0
1375,22175,0
1376,22176,0
1377,22177,0
1378,22178,0
1379,22179,0
1380,22180,0
1381,22181,0
1382,22182,0
1383,22183,0
1384,22184,1
1385,22185,0
1386,22186,0
1387,22187,0
1388,22188,0
1389,22189,0
1390,22190,0
1391,22191,0
1392,22192,0
1393,22193,0
1394,22194,0
1395,22195,0
1396,22196,0
1397,22197,1
1398,22198,1
1399,22199,0
1400,22200,0
1401,22201,0
1402,22202,0
1403,22203,0
1404,22204,0
1405,22205,0
1406,22206,0
1407,22207,0
1408,22208,0
1409,22209,0
1410,22210,0
1411,22211,0
1412,22212,0
1413,22213,0
1414,22214,0
1415,22215,0
1416,22216,0
1417,22217,0
1418,22218,0
1419,22219,0
1420,22220,0
1421,22221,0
1422,22222,0
1423,22223,0
1424,22224,0
1425,22225,1
1426,22226,0
1427,22227,0
1428,22228,1
1429,22229,0
1430,22230,0
1431,22231,0
1432,22232,0
1433,22233,0
1434,22234,0
1435,22235,0
1436,22236,0
1437,22237,0
1438,22238,1
1439,22239,0
1440,22240,0
1441,22241,0
1442,22242,0
1443,22243,0
1444,22244,1
1445,22245,0
1446,22246,0
1447,22247,0
1448,22248,0
1449,22249,0
1450,22250,0
1451,22251,0
1452,22252,0
1453,22253,0
1454,22254,0
1455,22255,0
1456,22256,0
1457,22257,0
1458,22258,0
1459,22259,0
1460,22260,0
1461,22261,0
1462,22262,0
1463,22263,0
1464,22264,0
1465,22265,1
1466,22266,0
1467,22267,0
1468,22268,0
1469,22269,0
1470,22270,0
1471,22271,0
1472,22272,0
1473,22273,0
1474,22274,0
1475,22275,0
1476,22276,1
1477,22277,0
1478,22278,0
1479,22279,0
1480,22280,0
1481,22281,0
1482,22282,0
1483,22283,0
1484,22284,0
1485,22285,0
1486,22286,0
1487,22287,0
1488,22288,0
1489,22289,0
1490,22290,0
1491,22291,0
1492,22292,0
1493,22293,0
1494,22294,0
1495,22295,0
1496,22296,0
1497,22297,0
1498,22298,0
1499,22299,0
1500,22300,0
1501,22301,0
1502,22302,0
1503,22303,0
1504,22304,0
1505,22305,1
1506,22306,0
1507,22307,0
1508,22308,0
1509,22309,0
1510,22310,0
1511,22311,0
1512,22312,0
1513,22313,0
1514,22314,0
1515,22315,0
1516,22316,0
1517,22317,0
1518,22318,0
1519,22319,0
1520,22320,0
1521,22321,0
1522,22322,0
1523,22323,0
1524,22324,0
1525,22325,0
1526,22326,0
1527,22327,0
1528,22328,0
1529,22329,0
1530,22330,0
1531,22331,0
1532,22332,0
1533,22333,0
1534,22334,0
1535,22335,0
1536,22336,0
1537,22337,0
1538,22338,1
1539,22339,0
1540,22340,0
1541,22341,0
1542,22342,1
1543,22343,0
1544,22344,0
1545,22345,0
1546,22346,0
1547,22347,0
1548,22348,0
1549,22349,0
1550,22350,0
1551,22351,0
1552,22352,0
1553,22353,0
1554,22354,0
1555,22355,0
1556,22356,1
1557,22357,0
1558,22358,0
1559,22359,0
1560,22360,0
1561,22361,0
1562,22362,0
1563,22363,0
1564,22364,0
1565,22365,0
1566,22366,0
1567,22367,0
1568,22368,0
1569,22369,0
1570,22370,1
1571,22371,0
1572,22372,0
1573,22373,0
1574,22374,0
1575,22375,0
1576,22376,0
1577,22377,0
1578,22378,0
1579,22379,0
1580,22380,0
1581,22381,0
1582,22382,0
1583,22383,1
1584,22384,0
1585,22385,1
1586,22386,0
1587,22387,0
1588,22388,0
1589,22389,0
1590,22390,0
1591,22391,0
1592,22392,0
1593,22393,0
1594,22394,0
1595,22395,0
1596,22396,0
1597,22397,0
1598,22398,0
1599,22399,1
1600,22400,0
1601,22401,0
1602,22402,0
1603,22403,0
1604,22404,0
1605,22405,0
1606,22406,0
1607,22407,1
1608,22408,0
1609,22409,0
1610,22410,0
1611,22411,0
1612,22412,0
1613,22413,0
1614,22414,0
1615,22415,0
1616,22416,0
1617,22417,0
1618,22418,0
1619,22419,0
1620,22420,0
1621,22421,0
1622,22422,0
1623,22423,0
1624,22424,0
1625,22425,0
1626,22426,0
1627,22427,1
1628,22428,0
1629,22429,0
1630,22430,0
1631,22431,0
1632,22432,0
1633,22433,0
1634,22434,0
1635,22435,0
1636,22436,0
1637,22437,0
1638,22438,1
1639,22439,0
1640,22440,0
1641,22441,0
1642,22442,1
1643,22443,0
1644,22444,0
1645,22445,0
1646,22446,0
1647,22447,0
1648,22448,0
1649,22449,1
1650,22450,0
1651,22451,1
1652,22452,0
1653,22453,0
1654,22454,0
1655,22455,0
1656,22456,0
1657,22457,0
1658,22458,0
1659,22459,0
1660,22460,0
1661,22461,0
1662,22462,0
1663,22463,0
1664,22464,0
1665,22465,0
1666,22466,0
1667,22467,0
1668,22468,0
1669,22469,0
1670,22470,0
1671,22471,0
1672,22472,0
1673,22473,0
1674,22474,0
1675,22475,0
1676,22476,0
1677,22477,0
1678,22478,1
1679,22479,0
1680,22480,1
1681,22481,0
1682,22482,1
1683,22483,0
1684,22484,0
1685,22485,0
1686,22486,1
1687,22487,0
1688,22488,0
1689,22489,0
1690,22490,0
1691,22491,0
1692,22492,0
1693,22493,0
1694,22494,0
1695,22495,0
1696,22496,0
1697,22497,0
1698,22498,0
1699,22499,0
1700,22500,0
1701,22501,0
1702,22502,0
1703,22503,0
1704,22504,0
1705,22505,0
1706,22506,0
1707,22507,0
1708,22508,0
1709,22509,0
1710,22510,0
1711,22511,0
1712,22512,0
1713,22513,0
1714,22514,0
1715,22515,0
1716,22516,0
1717,22517,0
1718,22518,0
1719,22519,1
1720,22520,0
1721,22521,0
1722,22522,1
1723,22523,0
1724,22524,1
1725,22525,0
1726,22526,0
1727,22527,0
1728,22528,0
1729,22529,0
1730,22530,0
1731,22531,0
1732,22532,0
1733,22533,0
1734,22534,0
1735,22535,0
1736,22536,0
1737,22537,0
1738,22538,0
1739,22539,0
1740,22540,0
1741,22541,0
1742,22542,0
1743,22543,0
1744,22544,0
1745,22545,0
1746,22546,0
1747,22547,0
1748,22548,0
1749,22549,0
1750,22550,0
1751,22551,0
1752,22552,0
1753,22553,0
1754,22554,1
1755,22555,0
1756,22556,0
1757,22557,0
1758,22558,0
1759,22559,0
1760,22560,0
1761,22561,0
1762,22562,0
1763,22563,0
1764,22564,0
1765,22565,0
1766,22566,0
1767,22567,0
1768,22568,0
1769,22569,0
1770,22570,0
1771,22571,0
1772,22572,0
1773,22573,1
1774,22574,1
1775,22575,0
1776,22576,0
1777,22577,0
1778,22578,0
1779,22579,1
1780,22580,0
1781,22581,0
1782,22582,0
1783,22583,0
1784,22584,0
1785,22585,1
1786,22586,0
1787,22587,0
1788,22588,0
1789,22589,0
1790,22590,0
1791,22591,0
1792,22592,0
1793,22593,0
1794,22594,0
1795,22595,0
1796,22596,0
1797,22597,0
1798,22598,0
1799,22599,0
1800,22600,0
1801,22601,0
1802,22602,0
1803,22603,0
1804,22604,0
1805,22605,0
1806,22606,0
1807,22607,0
1808,22608,0
1809,22609,0
1810,22610,0
1811,22611,0
1812,22612,0
1813,22613,1
1814,22614,0
1815,22615,0
1816,22616,0
1817,22617,0
1818,22618,0
1819,22619,0
1820,22620,0
1821,22621,0
1822,22622,0
1823,22623,0
1824,22624,0
1825,22625,1
1826,22626,0
1827,22627,0
1828,22628,1
1829,22629,0
1830,22630,0
1831,22631,0
1832,22632,0
1833,22633,0
1834,22634,0
1835,22635,0
1836,22636,1
1837,22637,0
1838,22638,0
1839,22639,0
1840,22640,1
1841,22641,0
1842,22642,0
1843,22643,0
1844,22644,0
1845,22645,0
1846,22646,0
1847,22647,1
1848,22648,0
1849,22649,0
1850,22650,0
1851,22651,0
1852,22652,0
1853,22653,1
1854,22654,1
1855,22655,0
1856,22656,0
1857,22657,0
1858,22658,0
1859,22659,0
1860,22660,0
1861,22661,1
1862,22662,0
1863,22663,0
1864,22664,0
1865,22665,0
1866,22666,1
1867,22667,0
1868,22668,0
1869,22669,0
1870,22670,0
1871,22671,0
1872,22672,0
